소분류,바코드,제품명,제조사,유통기한,소비기한-유통기한
육류,8809672760050,참도깨비황칠족발,나래푸드원,360,180.0
치즈,8809585840160,보령 유기농 할로미 치즈,농업회사법인 (주)동방,90,70.0
햄,8809180490685,더건강한라즈베리10무오리훈제슬라이스,(주)덕스 농업회사법인,40,7.0
어묵,8809029038085,떡말이(진공),삼진식품(주),50,3.0
우유,8801121023921,유기농 우유 저지방 2% ORGANIC LOW FAT MILK,매일유업(주)상하공장,16,45.0
김치,8809574673540,볶음김치,(주)아워홈,168,180.0
육류,8809228801220,양념닭갈비,주식회사 선농생활,7,180.0
육류,8809557430856,아로니아숙성 오리주물럭,(주)세영푸드,7,180.0
육류,8809667130028,척아이롤시즈닝스테이크,(주)성진본고기,20,180.0
두부,8809449990246,와포햇살 가마솥 손두부,와포햇살 영농조합법인,15,90.0
치즈,8809316150605,까몽FA100,(주)본델,90,70.0
어묵,8809554260043,맛뜰안 매생이어묵,(주)맛뜰안식품,720,3.0
육류,8809337220547,서라벌 화그락양념곱창,(주)서라벌푸드,360,180.0
어묵,8801066059467,대림선 자연어묵 버섯,(주)사조대림,13,3.0
김치,8803601832313,롯데호텔총각김치,(주)한성식품서산지점,45,180.0
육류,8809614920122,김보성 매의리포차 매운 닭발,농업회사법인 주식회사 제이원푸드,360,180.0
햄,8809662980260,훈제 목살,(주)케이지프레시,360,7.0
김치,8805588001355,조선호텔 알타리김치,(주)조선호텔앤리조트김치,120,180.0
어묵,8802249601633,우엉볼어묵,(주)남부식품,15,3.0
두부,8802020126324,자연촌국산콩뜸두부(부침용),소이빈네이처,20,90.0
김치,8809687370077,무명상회 갓김치,농업회사법인 (유) 일품김치,90,180.0
육류,8809698180115,꾸븐 돼지막창,주식회사 대건에프앤씨,360,180.0
햄,8809007850913,바로먹는 닭가슴살(허브),(주)체리부로 수옥지점,70,7.0
베이컨,8809013409914,쫄깃한베이컨,에쓰푸드(주)음성공장,60,0.0
치즈,8809117020787,후레쉬모짜렐라치즈 / 냉장,(주)데어리젠,40,70.0
육류,8801492366962,포장마차식 양념근위,(주)하림,365,180.0
육류,8801052035307,옛날서울식불고기,한원푸드시스템(주),360,180.0
육류,8809430222226,양념돼지갈비,(주)케이프라이드,10,180.0
육류,8809763700019,연탄불고기,다소니푸드,365,180.0
육류,8809563420469,양념근위,농업회사법인(주)대광,360,180.0
햄,8801068378610,슈바이네 순살학센,주식회사 영우식품,90,7.0
김치,8809623830719,파김치,쉐프윤쿠킹푸드,30,180.0
육류,8809397230272,매콤한직화구이 무뼈닭발,(주)제이에프엔비,60,180.0
육류,8809408250695,닭모래집튀김,(주)마루종합식품,270,180.0
치즈,8801069413358,남양 드빈치 피자치즈 슈레드 모짜렐라 자연치즈,건강한 사람들 주식회사,90,70.0
두부,8809421943888,가마솥 국산콩 요리두부(부침용),(주)아워홈,18,90.0
육류,8809696560339,램 토마호크 스테이크,주식회사 네이처파머,360,180.0
김치,8805588001393,조선호텔 백김치,(주)조선호텔앤리조트김치,120,180.0
우유,8801121759783,슬로우 밀크 SLOW MILK,매일유업(주)상하공장,15,45.0
육류,8809430221601,이베리코스테이크꽃살,(주)케이프라이드,360,180.0
우유,8801104212137,빙그레 우유,매일유업(주) 경산공장,16,45.0
묵,8809389596270,도토리묵,농민식품,15,0.0
육류,8809589780110,소이동구이,(주)농부,360,180.0
소시지,8809650480505,후랭크 치즈 닭가슴살 소시지,주식회사 동천에프앤지,45,7.0
육류,8809778750191,수비드닭볶음탕(매운맛),주식회사 세원에프에스,30,180.0
소시지,8809383600560,고추가아삭닭가슴살소시지,(주)미소담은,15,7.0
소시지,8809694500160,치킨 카지,주식회사 코리아바라카텁,90,7.0
육류,8809366355081,화끈한소불막창,(주)달구지푸드,360,180.0
육류,8809693830350,한돈 양념 달콤구이,푸드올 주식회사,360,180.0
두부,8809031765535,순수미두부,푸른들 영농조합,15,90.0
햄,8809592830178,모아 흑마늘 황금덕 800g,모아푸드 주식회사,45,7.0
육류,8809472990381,인생닭 소스담은 닭가슴살 데리야끼맛,농업회사법인 주식회사 미소가,30,180.0
육류,8809670320034,순살족발(국내산),(주)광주식품 농업회사법인,30,180.0
육류,8809521180480,야식지존 직화 돼지 오돌갈비(맛있게매운맛),다솔푸드,360,180.0
어묵,8809694780043,곰살바 해물맛,곰살어묵,360,3.0
소시지,8809551480215,닭가슴살 소시지 데리야끼맛,(주)진한에프에스 데이원지점,360,7.0
묵,8809443530059,한결메밀묵,한결종합식품,12,0.0
어묵,8809694780029,사각어묵,곰살어묵,360,3.0
어묵,8801074801591,부산어묵H,(주)하나식품,13,3.0
어묵,8803404003132,할매 모듬어묵,(주)효성어묵,720,3.0
육류,8809252520074,고추장돼지불고기,(주)청담원,13,180.0
치즈,8801069170343,남양 드빈치 피자치즈,건강한 사람들 주식회사,90,70.0
김치,8802052001644,맛김치,한국농협김치조합공동사업법인 전남지사,540,180.0
육류,8809607090252,더조은 벌집 돼지껍데기(냉동),주식회사 더조은 믿음식품,360,180.0
육류,8809563420346,직화불막창,농업회사법인(주)대광,360,180.0
육류,8809746070047,한우곱창전골,더웰푸드,360,180.0
육류,8809645660530,LA식 양념 갈비구이,쉐프파트너(주),10,180.0
육류,8809653780176,닭갈비,농업회사법인 주식회사 대세,360,180.0
육류,8809645660660,더 맛있는 양념 부채살구이,쉐프파트너(주),10,180.0
육류,8809453940404,능이버섯돼지주물럭,대서푸드,10,180.0
육류,8809610450159,태능양념왕구이,(주)더비앤비푸드,30,180.0
육류,8809563420445,토닥토닥혼술식당직화매운무뼈닭발,농업회사법인(주)대광,330,180.0
햄,8809472990541,블루베리 숙성 오리훈제,농업회사법인 주식회사 미소가,45,7.0
김치,8809462040492,모산 장군차 총각김치,주식회사모산F/S,60,180.0
육류,8809428460302,대구진 초벌막창,농업회사법인 주식회사 코리아식품,360,180.0
육류,8809389381012,돼지왕갈비,애플푸드,0,180.0
햄,8809401330813,늘처음흑마늘훈제슬라이스1kg,모아푸드 주식회사,45,7.0
육류,8809589780103,소왕구이,(주)농부,360,180.0
햄,8809148794633,그릴닭가슴살,(주)케이지프레시,45,7.0
어묵,8801047529002,바른어묵 얇은사각,(주)동원F＆B,15,3.0
치즈,8809543810150,베따르망 올바니 치즈,베따르망,31,70.0
육류,8809589780011,돼지매운갈비찜,(주)농부,360,180.0
김치,8809449980278,냉면김치,우림식품,360,180.0
육류,8809415630329,양념 소불고기,(주)한쿡푸드,10,180.0
김치,8809555060017,돌산갓김치,웰빙촌친환경영농조합법인,365,180.0
묵,8809050810582,월매네우무묵,노고단식품,100,0.0
우유,8801069173603,남양 맛있는 우유 GT,남양유업(주) 경주공장,15,45.0
육류,8809563420230,직화불막창,농업회사법인(주)대광,360,180.0
치즈,8809316150322,까몽FFA100,(주)본델,180,70.0
육류,8809428460135,대구진 제육볶음,농업회사법인 주식회사 코리아식품,360,180.0
육류,8809530770009,이담무뼈닭발,이담,360,180.0
육류,8809665310026,닭산적,(주)비젼식품,365,180.0
육류,8809723030002,고기국밥,(주)천지푸드,365,180.0
육류,8809607720036,목심간장불고기,강원양돈축산업협동조합,15,180.0
우유,8809425901013,제주 풀먹은 우유 유기농,농업회사법인 주식회사 다인유업,14,45.0
햄,8809656310059,순살족발,농업회사법인 자연과농부(주),60,7.0
어묵,8809785510122,프리미엄어묵 어묵면,씨원푸드,60,3.0
육류,8809706240237,소대창,재부푸드시스템,365,180.0
육류,8809453940435,능이버섯 돼지왕구이,대서푸드,10,180.0
육류,8809430223056,토시살양념구이,(주)케이프라이드,360,180.0
어묵,8809541570605,봉어묵,(주)둥지식품,15,3.0
소시지,8801123309498,롯데 의성마늘프랑크 빅,롯데제과(주),40,7.0
햄,8809343350597,맛기픈오리바베큐,나주목사골 영농조합법인,45,7.0
육류,8809337220714,숙성소막창,(주)서라벌푸드,360,180.0
어묵,8803404002241,85 어묵탕(진공살균),(주)효성어묵,50,3.0
두부,8809693120000,콩두부세상,광주남구지역자활센터유기농과콩두부세상,7,90.0
육류,8809635350748,본가집 불닭발,농업회사법인 리베로인터내셔날(주),365,180.0
어묵,8809585200490,새우맛 어묵채,(주)우리원식품,360,3.0
햄,8809738060001,진짜 햄스테이크 로스트포크,(주)휴먼메쯔거라이,30,7.0
묵,8809186381857,도토리묵,농업회사법인 한생 주식회사 종천공장,25,0.0
육류,8809337220356,서라벌 제주 돼지 양념막창,(주)서라벌푸드,360,180.0
육류,8809548280170,존가네 튤립닭발,(주)원앙에프엔비,360,180.0
치즈,8809647070023,친환경 유기농 팜인 수제 치즈 string (스트링),팜인(Farm 人),30,70.0
육류,8809494400271,누구나 세프 차슈 닭가슴살 장조림,대한푸드,230,180.0
치즈,8809027820583,테트리스 찜닭용 모짜렐라,델리치푸드(주),90,70.0
육류,8809465285753,구쁘닭 버팔로윙봉,주식회사 케이에스에프엔지,9,180.0
육류,8803103000876,치킨가라게,주식회사 상도푸드 농업회사법인,360,180.0
육류,8809706240251,두입만 소곱창,재부푸드시스템,360,180.0
소시지,8809532110353,롤링팸,(주)스위스식품,30,7.0
어묵,8803404002760,사각꼬지(냉동),(주)효성어묵,720,3.0
소시지,8809610650016,친한 닭가슴살소시지,(주)친한 F&B,60,7.0
어묵,8809265022053,간식용어묵N,(주)늘푸른바다,35,3.0
육류,8809776290125,입터진날엔 마늘곱창 담백청양직화,주식회사 태민푸드,360,180.0
치즈,8801121762417,고다,매일유업(주)평택공장,100,70.0
육류,8809579900054,초계숙성닭가슴살,상공푸드,30,180.0
김치,8809665553898,갈치깍두기,(주)아워홈,60,180.0
김치,8809414460613,총각김치,평창꽃순이,90,180.0
김치,8809574020009,배추김치,장수도깨비동굴김치영농조합법인,720,180.0
육류,8809724720209,새끼보가공,(유)호식식품,16,180.0
두부,8809358460199,생명물두부 미니두부,신앙촌소비조합주식회사,15,90.0
소시지,8809665559326,후레쉬 그릴 부어스트,(주)아워홈,40,7.0
햄,8809626340680,슁켄 슈바인학센,농업회사법인 주식회사 에스엠푸드,40,7.0
육류,8809625430122,양념돈육왕구이,농업회사법인 (주)미트홈,10,180.0
육류,8809430220932,춘천식닭갈비,(주)케이프라이드,10,180.0
육류,8801066054912,안심치킨 버팔로윙,(주)사조오양 금산공장,300,180.0
김치,8801581000296,미니볶음김치(냉동),일미식품주식회사,360,180.0
어묵,8809790540046,모짜렐라 반반 어묵핫도그(꼬시래기),탑 코퍼레이션,360,3.0
햄,8809037249978,수비드 닭가슴살 블랙올리브,한양제너럴푸드,365,7.0
햄,8809248071092,엑스트라버진 올리브오일 오리 롤 훈제,(주)대신푸드글로벌,45,7.0
육류,8809682940053,약선할매 순살금빛족발,페이비,90,180.0
육류,8809248071238,오리 불고기,(주)대신푸드글로벌,15,180.0
어묵,8803404002654,소세지어묵바,(주)효성어묵,50,3.0
두부,8801114147085,고소한 유기농두부 찌개용,풀무원식품(주),15,90.0
어묵,8802249601596,부산어묵,(주)남부식품,15,3.0
육류,8809582320269,돈두(냉동),주식회사 금호비앤디,360,180.0
묵,8809542890139,곤약이면 귀리짜장,농업회사법인(유)아리랑식품,180,0.0
소시지,8809425610410,맘가득모듬소시지Ⅱ,(주)모닝에프디,360,7.0
소시지,8809532110414,델리 방울모듬,(주)스위스식품,270,7.0
육류,8809366355203,훈제막창,(주)달구지푸드,360,180.0
