news_title,desc,news_press,posted_date,news_link
건강기능식품도 소비기한 표시제…'1석2조' 효과,식품의약품안전처가 내년 1월 1일부터 소비기한 표시제를 도입하면서 식품뿐만 아니라 건강기능식품도 유통기한에서 소비기한 표시로 변경된다. 의약품의 경우는 이전에도 소비기한이 적용되고 있어 그대로 유지된다....,비즈니스워치언론사 선정,2022-09-09,http://news.bizwatch.co.kr/article/industry/2022/09/07/0039
