제품명,바코드,유통기한,소분류,제조사
파김치,8809508390147.0,28,김치,빛고을김치 영농조합법인
남도고들빼기김치,8802052000289.0,360,김치,한국농협김치조합공동사업법인 전남지사
가마솥두부,8809261840033.0,0,두부,대명식품
후디스 유기농 청정목장 우유,8801157490827.0,15,우유,일동후디스(주)횡성유가공공장
캠핑훈연소시지 / 냉장,8809430220192.0,30,소시지,(주)케이프라이드
그릴드치킨,8809013404483.0,45,햄,에쓰푸드(주)음성공장
청정원 리치부어스트,8801052039244.0,30,소시지,대상델리하임 주식회사
보담삶은내장,8809026235135.0,360,육류,주식회사 보담
왕구이,8809358840229.0,12,육류,(주)미트라인
양반포기김치(KT),8801047585152.0,45,김치,(주)동원F&B
다매향 신선슬라이스 훈제,8809504880055.0,45,햄,농업회사법인 주식회사 다오네푸드
엔젤스노우 믹스 (G) 82,8809360901901.0,360,치즈,(주)킹스코
친정엄마 도토리 묵사발,8809186382830.0,7,묵,농업회사법인 한생 주식회사 종천공장
무궁화 부산어묵,8809492420073.0,9,어묵,무궁화푸드
소불고기,8809496550103.0,360,육류,주식회사 디에스에프앤비
치킨바베큐탑핑,8809013404414.0,270,햄,에쓰푸드(주)음성공장
선종합 1000(냉동),8801066200098.0,365,어묵,(주)사조대림
요리조리퀸 양념닭갈비,8809538270068.0,270,육류,K홈푸드
전통안동찜닭,8809520390019.0,270,육류,주식회사 푸드팩토리
엔듀이,8809013406241.0,40,소시지,에쓰푸드(주)음성공장
포기김치,8803601001047.0,60,김치,(주)한성식품
김경숙 순무물김치,8809422540048.0,60,김치,농업회사법인 순무명가
동치미,8803601010483.0,28,김치,(주)한성식품
강화섬순무김치,8809305320248.0,180,김치,강화섬김치
원너소시지,8809517770015.0,30,소시지,만나푸드
풍성한 어묵탕,8809029031543.0,50,어묵,주식회사 어메이징팩토리
미트라인양념왕갈비,8809358841486.0,12,육류,(주)미트라인
양념갈매기살,8809452090155.0,30,육류,다미설
포크프랑크,8809013406050.0,40,소시지,에쓰푸드(주)
덴마크 후랑크,8801047570059.0,45,소시지,(주)동원F&B
깍두기,8809414460200.0,90,김치,평창꽃순이
양반맛김치(KT),8801047585701.0,45,김치,(주)동원F&B
배추김치,8809508390277.0,120,김치,빛고을김치 영농조합법인
뮌헨바이부어스트,8809164130118.0,40,소시지,(주)구스베
목장의 신선함이 살아있는 75℃ 우유,8801115114475.0,15,우유,서울우유협동조합 안산공장
한가득어묵,8809183070563.0,15,어묵,해맑은 식품(주)
부처스마켓 갈릭갈비구이(오리지널),8809358841509.0,12,육류,(주)미트라인
양반갓김치,8801047585558.0,45,김치,(주)동원F&B
봉화한약우곰탕,8809269890016.0,120,육류,영농조합법인 여러분팜스
맛기픈돼지왕구이용,8809343351792.0,15,육류,(주)고향미트
오리지널후랑크,8801007203539.0,41,소시지,씨제이제일제당(주)
명작오이소박이,8809414460095.0,90,김치,평창꽃순이
셀덕 오리훈제 슬라이스 (비살균 제품),8809222051515.0,30,햄,(주)모란식품
맛기픈돼지왕구이용,8809343351785.0,15,육류,(주)고향미트
김경숙 순무김치,8809422540024.0,60,김치,농업회사법인 순무명가
오리지널 스모크 소시지 (Original Smoke Sausage),8809202049297.0,240,소시지,(주)디앤제이비즈
아기돼지삼형제,8809383600287.0,15,소시지,(주)미소담은
미트라인양념 소불고기,8809358841073.0,12,육류,(주)미트라인
셀덕 오리훈제 슬라이스 (비살균 제품),8809222051768.0,30,햄,(주)모란식품
강화섬백김치,8809305320217.0,180,김치,강화섬김치
치폴라타 소시지,8809437070004.0,14,소시지,프랑스구르메(주)
설악산수제두부,8809051715008.0,15,두부,설악식품
셀덕 오리훈제 슬라이스 (비살균 제품),8809222051829.0,30,햄,(주)모란식품
서울우유 목장나들이 스트링치즈,8801115631286.0,90,치즈,서울우유협동조합 안산공장
후레쉬 밀크,8801115114611.0,12,우유,서울우유협동조합 양주공장
할머니손맛 닭볶음탕,8809520390033.0,270,육류,주식회사 푸드팩토리
구운치킨,8809385946284.0,270,햄,(주)참프레
몽셰프 오늘은불치킨봉,8809491400397.0,300,육류,크레팜주식회사
하얀속살후랑크,8801492621214.0,40,소시지,(주)하림
무궁화 부산어묵,8809492420127.0,9,어묵,무궁화푸드
유황먹인 통오리 훈제,8809287925233.0,45,햄,(주)삼호유황오리
동원 그릴후랑크,880104757716.0,45,소시지,(주)동원F&B
돼지고추장불고기,8809508330143.0,360,육류,(주)청정화푸드
아침마늘닭가슴살,8809492080161.0,365,햄,아침 주식회사
메이플베이컨,8809013404056.0,40,베이컨,에쓰푸드(주)음성공장
튀긴생선묵,8802249020229.0,15,어묵,(주)남부식품
솔잎을 담은 훈제오리 슬라이스,8809253900158.0,45,햄,(주)정다운 훈제공장
산야초발효숙성 오리훈제슬라이스,8809385946826.0,30,햄,(주)참프레
누룩발효 갓김치,8809508340210.0,360,김치,주식회사 뜨레찬
바삭한후라이드치킨,8801492361271.0,270,육류,(주)하림
흰살 사각어묵(튀김어묵)-1,8803767020111.0,600,어묵,미도식품
비프파스트라미,8809013407255.0,40,햄,에쓰푸드(주)음성공장
양지고기,8809373650247.0,360,육류,주식회사 타스테코
약속부산어묵 렌틸콩 도톰사각,8801066053908.0,13,어묵,(주)사조대림
선우어묵 진수성찬,8803453500538.0,12,어묵,(주)새난
쉐프덴 표고어묵완자,8801066052604.0,13,어묵,(주)사조대림
롤소시지,8809013403134.0,40,소시지,에쓰푸드(주)
스노우크랩 퓨어,8801066051072.0,40,어묵,(주)사조대림
아빠덕애(愛) 훈제오리,8809287926063.0,45,햄,(주)삼호유황오리
북성로연탄불고기,8809452090193.0,365,육류,다미설
[냉동] 고급 사각어묵,8803767016015.0,600,어묵,미도식품
88대구 매운갈매기살,8809452090346.0,365,육류,다미설
구운치즈어묵2,8809265020066.0,35,어묵,(주)늘푸른바다
의성마늘프랑크꼬치,8801123309672.0,40,소시지,롯데제과(주)
흑마늘 오리 바베큐 훈제,8809536010031.0,50,햄,농업회사법인 주식회사 디오푸드
바베큐그릴비엔나,8809013405497.0,40,소시지,에쓰푸드(주)
본엠 통그릴후랑크,8801047574576.0,45,소시지,(주)동원F&B
셀덕 오리훈제 슬라이스 (비살균 제품),8809222051737.0,30,햄,(주)모란식품
매운오리불고기,8809508330150.0,360,육류,(주)청정화푸드
양념벌집삼겹살,8809420430037.0,15,육류,㈜오에스푸드
양반포기김치(KT),8801047586876.0,45,김치,(주)동원F&B
깍두기,8809414460422.0,90,김치,평창꽃순이
후라이드꼬치,8809245334244.0,365,육류,(주)청우푸드 포천지점
전통안동찜닭,8809520390002.0,270,육류,주식회사 푸드팩토리
착한본돈편육,8809424410035.0,40,육류,일미식품
숙성로인,8809013402236.0,40,햄,에쓰푸드(주)음성공장
셀덕 오리훈제 슬라이스 (비살균 제품),8809222051607.0,30,햄,(주)모란식품
비프핫도그,8809013406524.0,40,소시지,에쓰푸드(주)
미트라인양념 소불고기,8809358841097.0,12,육류,(주)미트라인
매콤한 오돌뼈,8809363791448.0,300,육류,상호 주식회사
야심찬닭갈비,8809145880698.0,360,육류,(주)임꺽정푸드시스템
목장의 신선함이 살아있는 우유 저지방,8801115114338.0,12,우유,서울우유협동조합 안산공장
마늘후랑크,8801074255875.0,55,소시지,한성기업(주)김해공장
미쁘미 발효숙성소불고기,8809468980143.0,10,육류,유한회사 믿음식품
낭만핫도그소시지,8801074001861.0,55,소시지,한성기업(주)김해공장
누룩발효 갓김치,8809508340043.0,360,김치,주식회사 뜨레찬
롱프랑크존소시지,8809164130026.0,30,소시지,(주)구스베
동방 할로미치즈,8809553510026.0,90,치즈,농업회사법인 (주)동방
고다치즈 슬라이스,8809338740044.0,90,치즈,(주)장안유업
깻잎김치,8801926282202.0,50,김치,(주)도들샘
롯데햄 베이컨,8801123510023.0,25,베이컨,롯데제과(주) 김천공장
돼지갈비맛스테이크,8809508330358.0,360,육류,(주)청정화푸드
친정엄마 도토리 묵사발,8809186382144.0,7,묵,농업회사법인 한생 주식회사 종천공장
율산언양식석쇠불고기,8809448450154.0,10,육류,주식회사 동원축산
낭만핫도그소시지FZ,8801074002684.0,365,소시지,한성기업(주)김해공장
머땀 돼지갈매기살 직화구이,8809377820882.0,365,육류,(주)티아이지푸드
장인보쌈,8809373650070.0,360,육류,주식회사 타스테코
불로명작 튤립 불 닭발,8809381672002.0,60,육류,성신식품
델립 숯불구이맛산적구이,8801047577102.0,45,소시지,(주)동원F&B
부촌양념닭갈비,8809507920079.0,60,육류,주식회사 부촌푸드
본엠 통그릴비엔나,8801047576204.0,35,소시지,(주)동원F&B
고인돌청정두부,8809505870000.0,7,두부,고창지역자활센터 고인돌청정두부
비빔면,8809186382106.0,7,묵,농업회사법인 한생 주식회사 종천공장
미트라인양념돼지갈비,8809358840069.0,12,육류,(주)미트라인
미트라인돌돌양념갈비,8809358840397.0,10,육류,(주)미트라인
직화로스팅 오리훈제,8809524230052.0,45,햄,(주)자연푸드
부산우유,8801526134017.0,180,우유,부산경남우유협동조합
양념 소 불고기,8809230838870.0,10,육류,화성종합식품(주)
허브 오리 로스,8809248070507.0,15,육류,(주)대신푸드글로벌
엔젤스노우 모짜렐라,8809360901819.0,90,치즈,(주)킹스코
불닭맛 닭꼬치,8809245333476.0,360,육류,(주)청우푸드 인천지점
직화구이닭발 무뼈-계림원,8809377820448.0,360,육류,(주)티아이지푸드
마늘소시지,8801074255592.0,90,소시지,한성기업(주)김해공장
미쁘미춘천양념닭갈비,8809468980211.0,10,육류,유한회사 믿음식품
셀덕 오리훈제 슬라이스 (비살균 제품),8809222051720.0,30,햄,(주)모란식품
양반 백년초백김치,8801047583332.0,45,김치,(주)동원F&B
델리부대모듬,8809532110117.0,30,소시지,(주)스위스식품
흑마늘 오리 바베큐 훈제,8809536010055.0,50,햄,농업회사법인 주식회사 디오푸드
닭가슴살소시지-어니언갈릭,8809499650060.0,30,소시지,(주)미젤 제2공장
자연마춤두부 부침용,8809528200006.0,14,두부,농업회사법인한살림안성마춤식품유한회사
존쿡델리미트 터키브레스트,8809013405817.0,45,햄,에쓰푸드(주)음성공장
세블락소시지,8809013403462.0,50,소시지,에쓰푸드(주)
매일우유,8801121101148.0,210,우유,매일유업(주) 광주공장
봄내심층수(포장)두부,8809268230486.0,12,두부,봄내식품
칠리부어스트,8809055113268.0,45,소시지,학교법인건국대학교건국유업.건국햄
총각김치,8809508390253.0,120,김치,빛고을김치 영농조합법인
양념찜갈비,8809321300156.0,7,육류,(주)윤덕
파워닭 치킨브레스트(데리야끼맛),8809483670128.0,270,육류,파워닭
미트라인양념돼지갈비,8809358840083.0,12,육류,(주)미트라인
삼색두부,8809346820059.0,15,두부,미소두부
대원푸드 돼지양념 왕구이,8809501730018.0,360,육류,농업회사법인 대원에프씨 주식회사
미쁘미 발효숙성돼지등갈비,8809468980280.0,10,육류,유한회사 믿음식품
김경숙 순무김치,8809422540284.0,60,김치,농업회사법인 순무명가
오감만족수제소시지,8809420430211.0,15,소시지,㈜오에스푸드
라이어너,8809013402403.0,40,소시지,에쓰푸드(주)음성공장
켄터키후랑크,8801242052350.0,41,소시지,씨제이제일제당(주)
다매향 신선슬라이스 훈제,8809504880062.0,45,햄,농업회사법인 주식회사 다오네푸드
보은두부나라,8809506050036.0,15,두부,보은식품
꼬꼬양념닭갈비 / 냉동,8809313258809.0,360,육류,(주)중앙식품
선우어묵 야채맛미소미,8803453501399.0,12,어묵,(주)새난
그뤼에르치즈,8809301686362.0,180,치즈,주) 선인
이탈리안소시지,8809013406715.0,60,소시지,에쓰푸드(주)
허브&갈릭포크,8801074254540.0,55,소시지,한성기업(주)김해공장
야심찬염통볶음,8809145880766.0,360,육류,(주)임꺽정푸드시스템
갓김치,8809489230265.0,300,김치,(주)채자연
포기김치,8809472822064.0,180,김치,향미김치
부추김치,8809526090746.0,15,김치,우정식품
후레쉬베이컨,8809013402755.0,40,베이컨,에쓰푸드(주)음성공장
순도토리묵,8802519313334.0,14,묵,주식회사 동양식품
백오이소박이,8809033410839.0,60,김치,(주)콩세상
일품 비트 자박지,8804913000810.0,90,김치,농업회사법인 (유) 일품김치
양념 돼지 불고기,8809230838856.0,10,육류,화성종합식품(주)
복분자닭갈비,8809365660827.0,15,육류,(주)야미식스
한성깍두기,8803601000507.0,30,김치,(주)한성식품
요리비엔나,8801492367839.0,30,소시지,(주)하림
심청골 두부,8809438640039.0,2,두부,심청골두부
셀덕 오리훈제 슬라이스 (비살균 제품),8809222051485.0,30,햄,(주)모란식품
양념소불고기,8809430220550.0,10,육류,(주)케이프라이드
이플 찢어먹는 치즈,8809220090066.0,180,치즈,이플 영농조합법인
율산오리고추장불고기,8809448450314.0,10,육류,주식회사 동원축산
통오리연훈제,8809013401338.0,40,햄,에쓰푸드(주)
유황먹인오리 훈제 슬라이스,8809287928876.0,40,햄,(주)삼호유황오리
머리에땀나는 직화구이닭발(유뼈),8809377820455.0,45,육류,(주)티아이지푸드
참辛한 오돌뼈,8809488150045.0,360,육류,(주)원앙에프엔비
辛(신)화로 순살,8809399361042.0,60,육류,야참푸드
야심찬근위볶음,8809145880865.0,360,육류,(주)임꺽정푸드시스템
맘스덕삼채숙성오리훈제,8809365620319.0,45,햄,농업회사법인 청우푸드 주식회사
햄스빌실속형베이컨,8801007525273.0,180,베이컨,씨제이제일제당(주)
김밥용어묵(튀김어묵)-1,8803767028018.0,600,어묵,미도식품
순살가라아게,8809365660674.0,270,육류,(주)야미식스
양반포기김치(KT),8801047586869.0,45,김치,(주)동원F&B
직화구이 불닭,8809419950423.0,360,육류,하성에프앤비
갓김치,8809489230272.0,300,김치,(주)채자연
서라벌 화끈한양념닭발,8809337220318.0,360,육류,(주)서라벌푸드
이스트밸리 슈레드치즈,8809524630043.0,90,치즈,(주)이스트밸리
흑마늘 오리 직화구이,8809524230113.0,45,햄,(주)자연푸드
순우리 춘천닭갈비,8809423950006.0,7,육류,순우리푸드
일품국산콩순두부,8809507890051.0,13,두부,일품두부
무궁화 부산어묵,8809492420110.0,9,어묵,무궁화푸드
훈제닭가슴살 / 냉동,8809430220468.0,360,햄,(주)케이프라이드
청정화닭갈비,8809508330037.0,360,육류,(주)청정화푸드
켄터키후랑크,8801074001175.0,55,소시지,한성기업(주)김해공장
양념오돌뼈,8809442100338.0,360,육류,(주)다우린
더좋은 돼지양념갈비,8809350681370.0,27,육류,(주)울산육가공
두부,8809519860011.0,1,두부,강화식품
미트라인양념 소불고기,8809358841349.0,12,육류,(주)미트라인
